sample_id;OD_raw;OD_adj;plate;col;row;date;investigator
4186267;1.640835798;1.562143541;5;3;C;01/10/2015;Amandine Gamble
4186267;1.301231049;1.222538792;5;3;D;01/10/2015;Amandine Gamble
6235331;0.176491997;0.09779974;5;3;E;01/10/2015;Amandine Gamble
6235052;0.122537974;0.043845717;5;3;F;01/10/2015;Amandine Gamble
6235327;0.118916965;0.040224708;5;3;G;01/10/2015;Amandine Gamble
6223453;0.139634511;0.060942254;5;3;H;01/10/2015;Amandine Gamble
4220738;1.841585312;1.762893055;5;4;A;01/10/2015;Amandine Gamble
4269078;0.692839522;0.614147265;5;4;B;01/10/2015;Amandine Gamble
4269077;0.28418422;0.205491963;5;4;C;01/10/2015;Amandine Gamble
4269074;0.379817353;0.301125096;5;4;D;01/10/2015;Amandine Gamble
6169408;0.164341111;0.085648854;5;4;E;01/10/2015;Amandine Gamble
4271788;0.201587679;0.122895422;5;4;F;01/10/2015;Amandine Gamble
4271787;0.130887183;0.052194926;5;4;G;01/10/2015;Amandine Gamble
SK???????TM;0.601800629;0.523108373;5;4;H;01/10/2015;Amandine Gamble
4271778;0.329402437;0.25071018;5;5;A;01/10/2015;Amandine Gamble
4220628;0.434831976;0.356139719;5;5;B;01/10/2015;Amandine Gamble
4250461;0.340589793;0.261897537;5;5;C;01/10/2015;Amandine Gamble
82??????KT;0.237854896;0.15916264;5;5;D;01/10/2015;Amandine Gamble
6235321;0.124677817;0.045985561;5;5;E;01/10/2015;Amandine Gamble
4269076;0.529289495;0.450597238;5;5;F;01/10/2015;Amandine Gamble
4271784;0.354465175;0.275772918;5;5;G;01/10/2015;Amandine Gamble
6235322;0.181324599;0.102632342;5;5;H;01/10/2015;Amandine Gamble
4271776;0.423805899;0.345113643;5;6;A;01/10/2015;Amandine Gamble
4220627;0.573826219;0.495133962;5;6;B;01/10/2015;Amandine Gamble
4271775;0.343710332;0.265018075;5;6;C;01/10/2015;Amandine Gamble
6223322;0.225008156;0.146315899;5;6;D;01/10/2015;Amandine Gamble
6169404;0.139466914;0.060774657;5;6;E;01/10/2015;Amandine Gamble
4271789;0.191513667;0.11282141;5;6;F;01/10/2015;Amandine Gamble
JK??????TM;0.195436455;0.116744199;5;6;G;01/10/2015;Amandine Gamble
6235318;0.146513158;0.067820902;5;6;H;01/10/2015;Amandine Gamble
4271777;1.511371796;1.432679539;5;7;A;01/10/2015;Amandine Gamble
4269075;0.342271251;0.263578994;5;7;B;01/10/2015;Amandine Gamble
4220647;0.3700927;0.291400444;5;7;C;01/10/2015;Amandine Gamble
6223516;0.211142044;0.132449787;5;7;D;01/10/2015;Amandine Gamble
6235330;0.273767557;0.1950753;5;7;E;01/10/2015;Amandine Gamble
4271782;0.441983367;0.36329111;5;7;F;01/10/2015;Amandine Gamble
JO??????TM;0.5780806;0.499388343;5;7;G;01/10/2015;Amandine Gamble
6235333;0.238860431;0.160168174;5;7;H;01/10/2015;Amandine Gamble
4220625;0.342955442;0.264263186;5;8;A;01/10/2015;Amandine Gamble
4259240;0.305595264;0.226903007;5;8;B;01/10/2015;Amandine Gamble
4250454;0.252426615;0.173734358;5;8;C;01/10/2015;Amandine Gamble
6235326;0.241648417;0.16295616;5;8;D;01/10/2015;Amandine Gamble
6235314;0.395268537;0.31657628;5;8;E;01/10/2015;Amandine Gamble
4220633;0.307670499;0.228978242;5;8;F;01/10/2015;Amandine Gamble
SI??????TM;0.392103453;0.313411196;5;8;G;01/10/2015;Amandine Gamble
6235323;0.337797935;0.259105679;5;9;H;01/10/2015;Amandine Gamble
4220643;0.303190343;0.224498086;5;9;A;01/10/2015;Amandine Gamble
4106477;0.537643834;0.458951577;5;9;B;01/10/2015;Amandine Gamble
4269092;0.312480431;0.233788174;5;9;C;01/10/2015;Amandine Gamble
6235316;0.198399208;0.119706952;5;9;D;01/10/2015;Amandine Gamble
6197514;0.184828587;0.10613633;5;9;E;01/10/2015;Amandine Gamble
4271786;0.184859889;0.106167632;5;9;F;01/10/2015;Amandine Gamble
JN??????TM;0.19883678;0.120144523;5;9;G;01/10/2015;Amandine Gamble
6235072;0.20233097;0.123638713;5;10;H;01/10/2015;Amandine Gamble
4106540;0.24498308;0.166290823;5;10;A;01/10/2015;Amandine Gamble
4255250;0.415239413;0.336547156;5;10;B;01/10/2015;Amandine Gamble
4255246;0.386844388;0.308152131;5;10;C;01/10/2015;Amandine Gamble
6235127;0.207209156;0.1285169;5;10;D;01/10/2015;Amandine Gamble
69????????KT;1.346099569;1.267407312;5;10;E;01/10/2015;Amandine Gamble
4269089;1.025363834;0.946671577;5;10;F;01/10/2015;Amandine Gamble
SY??????TM;0.276059772;0.197367515;5;10;G;01/10/2015;Amandine Gamble
MA23072;0.188186202;0.109493945;5;11;H;01/10/2015;Amandine Gamble
4250435;1.041570356;0.962878099;5;11;A;01/10/2015;Amandine Gamble
4250470;2.407238423;2.328546166;5;11;B;01/10/2015;Amandine Gamble
4255243;0.585146769;0.506454513;5;11;C;01/10/2015;Amandine Gamble
6235335;0.446226918;0.367534662;5;11;D;01/10/2015;Amandine Gamble
6235329;0.331762953;0.253070696;5;11;E;01/10/2015;Amandine Gamble
4271785;0.597200009;0.518507752;5;11;F;01/10/2015;Amandine Gamble
JJ??????TM;2.343630401;2.264938144;5;11;G;01/10/2015;Amandine Gamble
6235328;0.815390046;0.736697789;5;12;H;01/10/2015;Amandine Gamble
4220626;0.730174223;0.651481966;5;12;A;01/10/2015;Amandine Gamble
4220636;0.271454624;0.192762367;5;12;B;01/10/2015;Amandine Gamble
4269067;0.780707576;0.702015319;5;12;C;01/10/2015;Amandine Gamble
6235324;0.196629424;0.117937167;5;12;D;01/10/2015;Amandine Gamble
6235336;0.122241326;0.043549069;5;12;E;01/10/2015;Amandine Gamble
4271783;0.46937772;0.390685463;5;12;F;01/10/2015;Amandine Gamble
JX??????TM;2.786197837;2.70750558;5;12;G;01/10/2015;Amandine Gamble
6235332;0.275494122;0.196801866;5;12;H;01/10/2015;Amandine Gamble
